"","FirstName","LastName","Team","GP","GS","AVG","OPS","AB","R","H","X2B","X3B","HR","RBI","TB","SLG","BB","HBP","SO","GDP","OBP","SF","SH","SB","SB_ATT"
"70","ZACH","LEVENSON","Miami","63","63",0.292,0.951,233,45,68,17,1,14,45,129,0.554,35,7,52,1,0.397,2,0,"4","6"
"71","ELI","SERRANO III","NC State","53","49",0.292,0.859,185,37,54,12,0,7,32,87,0.47,24,6,37,4,0.389,1,1,"2","3"
"72","CARTER","PUTZ","Notre Dame","54","54",0.29,0.846,207,40,60,14,0,8,41,98,0.473,25,3,32,3,0.373,1,0,"5","7"
"73","ANDREW","FISCHER","Duke","47","45",0.289,0.999,173,38,50,12,4,11,33,103,0.595,29,5,53,2,0.404,1,0,"1","1"
"74","JT","BENSON","Louisville","49","48",0.288,0.894,163,38,47,10,3,6,34,81,0.497,21,9,41,4,0.397,1,3,"16","20"
"75","LUCAS","COSTELLO","Wake Forest","48","35",0.288,0.831,163,43,47,9,1,4,24,70,0.429,19,12,29,4,0.402,0,5,"2","3"
"76","TREYTON","RANK","Florida State","47","39",0.288,0.691,153,23,44,5,2,0,10,53,0.346,12,2,33,1,0.345,1,0,"4","6"
"77","PARKER","NOLAN","NC State","51","41",0.288,0.931,146,40,42,9,0,10,31,81,0.555,21,1,41,3,0.376,2,0,"3","3"
"78","DEAMEZ","ROSS","Florida State","36","36",0.287,0.734,143,26,41,4,1,2,17,53,0.371,16,1,29,1,0.363,0,0,"5","6"
"79","DANNY","CORONA","Wake Forest","48","41",0.285,0.969,151,29,43,10,0,13,45,92,0.609,15,4,53,4,0.36,2,3,"2","2"
"80","LOGAN","BEARD","Louisville","55","54",0.282,0.85,174,35,49,10,1,7,34,82,0.471,18,11,40,4,0.379,3,0,"2","2"
"81","RILEY","BERTRAM","Clemson","63","63",0.282,0.744,227,38,64,12,0,1,44,79,0.348,38,6,40,4,0.396,2,4,"18","21"
"82","JACK","RUBENSTEIN","Georgia Tech","48","44",0.281,0.84,171,30,48,9,3,5,27,78,0.456,13,17,31,4,0.384,2,0,"0","0"
"83","VINCE","CIMINI","Boston College","55","55",0.277,0.685,202,30,56,4,0,1,17,63,0.312,29,3,44,8,0.373,2,2,"3","4"
"84","KING","JR","Louisville","50","46",0.274,0.806,164,31,45,11,2,5,42,75,0.457,13,7,43,2,0.349,2,2,"11","14"
"85","PAYTON","GREEN","NC State","55","54",0.274,0.826,208,39,57,12,0,10,45,99,0.476,21,4,51,4,0.35,1,1,"9","12"
"86","COLTON","VINCENT","Florida State","54","51",0.273,0.767,165,25,45,11,1,3,25,67,0.406,15,9,42,3,0.361,2,0,"1","1"
"87","JOHNNY","CASTAGNOZZI","North Carolina","40","36",0.269,0.825,134,23,36,9,0,5,30,60,0.448,19,5,26,4,0.377,1,1,"1","1"
"88","GIOVANNI","DIGIACOMO","Duke","61","53",0.268,0.8,190,36,51,9,0,6,36,78,0.411,34,4,52,1,0.389,1,4,"20","25"
"89","CJ","FUNK","Pitt","55","55",0.267,0.974,195,48,52,14,1,13,43,107,0.549,49,6,72,2,0.425,2,0,"4","5"
"90","GAVIN","KILEN","Louisville","46","38",0.265,0.659,151,22,40,9,1,0,18,51,0.338,10,3,14,2,0.321,1,3,"2","4"
"91","JORDAN","CARRION","Florida State","48","47",0.265,0.672,181,24,48,10,3,0,26,64,0.354,14,1,36,6,0.318,2,4,"4","4"
"92","EDGARDO","VILLEGAS","Miami","60","57",0.264,0.849,193,49,51,9,1,7,27,83,0.43,42,11,52,2,0.419,2,0,"3","4"
"93","BRODY","DONAY","Virginia Tech","39","33",0.26,0.937,123,32,32,4,0,12,38,72,0.585,10,8,42,1,0.352,1,0,"1","1"
"94","COHL","MERCADO","Boston College","45","43",0.26,0.683,150,21,39,3,0,1,26,45,0.3,20,11,31,0,0.383,2,5,"10","11"
"95","PATRICK","FORBES","Louisville","42","25",0.258,0.767,93,21,24,3,1,3,19,38,0.409,14,1,30,3,0.358,1,0,"1","3"
"96","LUKE","STORM","Duke","60","60",0.258,0.846,236,54,61,14,1,13,51,116,0.492,23,13,68,2,0.354,2,1,"8","9"
"97","CAMERON","LEARY","Boston College","46","43",0.258,0.925,151,31,39,7,0,10,26,76,0.503,41,4,51,3,0.422,3,0,"12","13"
"98","CAM","SMITH","Florida State","51","51",0.258,0.843,209,39,54,8,5,12,36,108,0.517,21,0,66,2,0.326,0,0,"3","6"
"99","VANCE","HONEYCUTT","North Carolina","50","50",0.257,0.91,191,51,49,7,1,12,43,94,0.492,49,6,51,0,0.418,3,1,"19","23"
"100","BROOKS","COETZEE","Notre Dame","52","48",0.255,0.796,161,30,41,8,1,3,27,60,0.373,16,31,33,1,0.423,0,3,"8","13"
"101","DAMON","LUX","Duke","63","63",0.254,0.825,213,39,54,11,0,10,45,95,0.446,30,15,50,2,0.379,3,2,"10","14"
"102","DM","JEFFERSON","Notre Dame","45","37",0.254,0.739,118,13,30,9,1,1,13,44,0.373,15,7,30,2,0.366,2,3,"10","11"
"103","DARIO","GOMEZ","Miami","52","27",0.254,0.633,114,17,29,4,0,1,13,36,0.316,9,2,22,3,0.317,1,2,"1","2"
"104","HARRISON","DIDAWICK","Virginia","53","49",0.252,0.797,159,44,40,6,5,4,35,68,0.428,26,6,38,4,0.369,4,8,"10","11"
"105","BLAKE","WRIGHT","Clemson","60","60",0.25,0.727,232,36,58,11,0,8,45,93,0.401,27,2,40,6,0.326,6,1,"7","12"
"106","PETER","BURNS","Boston College","52","48",0.249,0.746,169,36,42,6,0,3,24,57,0.337,39,9,25,0,0.409,3,2,"4","5"
"107","SKY","DUFF","Pitt","55","55",0.248,0.769,222,54,55,15,0,5,25,85,0.383,47,5,59,2,0.386,3,0,"3","6"
"108","COLBY","WILKERSON","North Carolina","60","60",0.248,0.699,210,36,52,9,1,2,29,69,0.329,37,5,41,7,0.37,2,3,"2","3"
"109","CARTER","TRICE","NC State","41","28",0.248,0.827,117,28,29,9,0,6,19,56,0.479,14,4,34,2,0.348,0,0,"7","8"
"110","RYAN","MCCOY","Louisville","55","50",0.247,0.888,182,43,45,8,0,12,44,89,0.489,34,12,65,3,0.399,0,0,"8","9"
